,0
18627,"downs"""
18628,hard-nosed
18629,devastation
18630,teamed
18631,circuit
18632,corral
18633,Coburn's
18634,"flashy,"
18635,"""Junior"
18636,"Bonner"","
18637,impacting
18638,Encore
18639,grit
18640,under-rated
18641,distinctly
18642,"Luke-warm,"
18643,'Mills
18644,"Boon',"
18645,"warm,"
18646,sniffing
18647,surreptitiously
18648,dabbing
18649,passionately
18650,"reasons,"
18651,rumoured
18652,Duchess
18653,Blunt
18654,"Princess,"
18655,stifling
18656,palace
18657,courtiers
18658,politicians
18659,"England,"
18660,prospered
18661,reign
18662,recommendations
18663,"Nightmare"""
18664,officially
18665,"tied,"
18666,"""It's"
18667,"Pat"""
18668,TIME
18669,>Seven
18670,K-Mart
18671,gather
18672,"Nightmare,"
18673,pirate
18674,">Chandler,"
18675,"Monica,"
18676,"Joey,"
18677,"Wayne,"
18678,"Jessie,"
18679,one-liner
18680,spouting
18681,bearded
18682,DJ
18683,Unbeknownst
18684,nurseserial
18685,>Crazy
18686,Nurse
18687,Rachel
18688,stunners
18689,"""voodoo"""
18690,dentures
18691,Crazy
18692,Nurse's
18693,"motivation,"
18694,"""jump,"""
18695,"blows,"
18696,and--again--voodoo
18697,ones--even
18698,bit--go
18699,"Blockbuster,"
18700,freezer
18701,Farm
18702,9th
18703,beneficial
18704,skips
18705,"powerful,"
18706,alliance
18707,"""melting"""
18708,rebel
18709,Orwell
18710,Shatner's
18711,classmates
18712,"assist,"
18713,"Playground,"
18714,pimps
18715,mayor
18716,Gold
18717,pimp
18718,"business,"
18719,Lil'
18720,Pimp
18721,homies
18722,"Macromedia,"
18723,flash
18724,Beheading
18725,Holofernese
18726,entered
18727,Tassi
18728,RAPED
18729,According
18730,transcripts
18731,carnally
18732,states
18733,"true"""
18734,"research,"
18735,joyous
18736,Pixar's
18737,Bug's
18738,Life;
18739,immersed
18740,documented
18741,enjoyably
18742,plentiful
18743,exuberant
18744,reminder
18745,equally-warm
18746,"feeling,"
18747,high-calibre
18748,productions
18749,sub-group
18750,inadvertent
18751,"1995,"
18752,landmark
18753,defied
18754,"convention,"
18755,breathed
18756,excellence
18757,sophomore
18758,creeping
18759,cynicism
18760,walks
18761,insect
18762,ant
18763,focal
18764,"dramas,"
18765,insignificant
18766,jest
18767,"Story,"
18768,toy-box
18769,"grandest,"
18770,concocted
18771,Pixar
18772,"feat,"
18773,bugs
18774,vermin
18775,sight;
18776,"colourful,"
18777,"eclectic,"
18778,idiosyncratic
18779,gargantuan
18780,"term,"
18781,distinctiveness
18782,plastered
18783,Flik
18784,"Foley,"
18785,obedient
18786,residing
18787,"lush,"
18788,Ant
18789,sheep'
18790,"clan,"
18791,season's
18792,harvest
18793,arises
18794,ants'
18795,grasshoppers
18796,"Spacey,"
18797,wrath
18798,autocracy
18799,puny
18800,ants;
18801,annual
18802,proposition
18803,extinction
18804,pack's
18805,hands;
18806,negotiation
18807,fulfil
18808,cogs
18809,clockwork
18810,Flik's
18811,warriors
18812,colony's
18813,bears
18814,resemblance
18815,line's
18816,Akira
18817,Kurosawa's
18818,"Samurai,"
18819,Magnificent
18820,"Seven,"
18821,folk
18822,lone
18823,village-dweller
18824,"city,"
18825,colony
18826,down-and-out
18827,troupe
18828,mistakenly
18829,perceived
18830,bar-room
18831,erudite
18832,Hyde
18833,"Pierce,"
18834,side-splitting
18835,obese
18836,caterpillar
18837,Heimlich
18838,quasi-femme
18839,ladybug
18840,masculine
18841,Dennis
18842,exceedingly
18843,"on-screen,"
18844,insects
18845,collectively
18846,mirth
18847,dazzling
18848,kid-friendly
18849,abundant
18850,incredulously
18851,"predecessor,"
18852,one-hit
18853,"wonder,"
18854,much-gifted
18855,"endlessly,"
18856,it;
18857,"Emeryville,"
18858,1998
18859,>8510
18860,lustre
18861,messing
18862,Fiennes
18863,Juliette
18864,brioche
18865,EVERanyway
18866,aims
18867,nit
18868,Throwaway
18869,rainy
18870,maybeThe
18871,Worse
18872,Quincy
18873,Deepak
18874,Verma
18875,Hindley
18876,Britains
18877,strongest
18878,facilities
18879,instill
18880,Hero
18881,Younger
18882,"Andre,"
18883,french
18884,katharine
18885,heigl}
18886,"puberty,"
18887,"beach,"
18888,lovemaking
18889,"lesbianism,"
18890,"flawless,"
18891,likeable
18892,interludes
18893,avoids
18894,filmsshows
18895,homosexualitylesbianism
18896,obsessed
18897,Tipping
18898,"Velvet,"
18899,adventurous
18900,"remarkable,"
18901,ugliness
18902,talky
18903,Kolos
18904,ambassador
18905,Medusans
18906,Spock
18907,TOS
18908,"lamest,"
18909,"mmm,"
18910,$3
18911,"list,"
18912,Lord
18913,Spirited
18914,Away
18915,Fly
18916,else's
18917,blush
18918,tooooo
18919,Jess'
18920,colourful
18921,conventions
18922,providing
18923,Essentially
18924,>Feel
18925,^_~
18926,"""best"
18927,"film"""
18928,Bravo
18929,"Kudos,"
18930,-SHOE-
18931,spasmodic
18932,"""Jason"
18933,"Marathon"""
18934,>-R
18935,"""Lance"
18936,O'LearyNurse
18937,"Keat"""
18938,O'Leary
18939,Kibbee
18940,"nite,"
18941,"relative,"
18942,"recover,"
18943,goings-on
18944,straightforward
18945,fleeing
18946,rotoscopic
18947,>Fire
18948,"Ice,"
18949,"ways,"
18950,voluptuous
18951,serving
18952,eyecandy
18953,"fantasy,"
18954,adore
18955,esthetic
18956,Bakshi
18957,"lushious,"
18958,"babes,"
18959,Cool
18960,apoligize
18961,Anime
18962,Bakshi's
18963,animations
18964,lushious
18965,women:
18966,Cobra
18967,Ice
18968,ratings:
18969,Suspense
18970,Attachment
18971,Development
18972,CSI
18973,Miami
18974,2nd
18975,100th
18976,CSIs
18977,"try,"
18978,"opinions,"
18979,"suspense,"
18980,"actingperformance,"
18981,developmentattachment
18982,Faulkner
18983,"sacrilegious,"
18984,author's
18985,hometown;
18986,"""To"
18987,Kill
18988,Mocking
18989,"Bird"""
18990,TCM
18991,Race
18992,"Oxford,"
18993,"Mississippi,"
18994,square
18995,"Courthouse,"
18996,"Hall,"
18997,etc:
18998,buildings
18999,pennants
19000,Chick's
19001,wall:
19002,Ole
19003,Chinese
19004,spell-casting
19005,"expect,"
19006,diapers
19007,erratic
19008,Towards
19009,shabby
19010,larger-than-life
19011,grinned
19012,dodo
19013,"fired"""
19014,"hired"","
19015,valve
19016,"""Donald"
19017,"hairdo"""
19018,WWE
19019,exasperating
19020,quease-inducing
19021,Dogme
19022,"style,"
19023,dramamine
19024,seasickness
19025,forty
19026,twaddle
19027,"""Romance"""
19028,"dismal,"
19029,steady
19030,breathing
19031,leprosy
19032,poked
19033,Ri'Chard
19034,"Seriously,"
19035,Electra
19036,Galleghar
19037,"Chronicles,"
19038,"too""real"""
19039,Louis's
19040,tiffs
19041,slaves
19042,Eartha
19043,Kitt
19044,"ambiguity,"
19045,innumerable
19046,cheesiness
19047,"""plot"
19048,"twist"""
19049,Lois's
19050,super-powered
19051,Superman
19052,super-child
19053,Lex's
19054,henchman
19055,Singer
19056,gimmicks
19057,fragile
19058,latently
19059,illegitimate
19060,continent
19061,kryptonite
19062,Simpsons
19063,"read,"
19064,Whoever
19065,weakness
19066,Superman-related
19067,Dracula
19068,spaceship
19069,garlic
19070,pajamas
19071,hoist
19072,powerless
19073,burning
19074,re-entry
19075,splattering
19076,slaps
19077,symbolism
19078,issue
19079,God-like
19080,Jor-el
19081,savior
19082,"all-wise,"
19083,"savior,"
19084,rocket
19085,explode
19086,Christ
19087,Bible
19088,"explode,"
19089,radioactive
19090,Christ's
19091,"""crucifixion"""
19092,Luthor
19093,"""spear"""
19094,brick
19095,brain-dead
19096,brazenly
19097,inappropriate
19098,tainting
19099,steel
19100,foreseeable
19101,rename
19102,"""Superman"
19103,Returns:
19104,"Christ"""
19105,"Luthor,"
19106,Singer's
19107,Lex
19108,"shrewd,"
19109,cold-hearted
19110,tycoon
19111,President
19112,power;
19113,"Returns,"
19114,wacky
19115,dunce
19116,ZAM
19117,WHAP
19118,POW
19119,"summarize,"
19120,entitled
19121,itbasically
19122,contribute
19123,fined
19124,Merman
19125,"album,"
19126,Angela
19127,Lansbury
19128,Tyne
19129,Daly
19130,"bravura,"
19131,Mama
19132,Cynthia
19133,"Gibb,"
19134,arguably
19135,"strippers,"
19136,always-dependable
19137,Ebersole
19138,Mame
19139,"Cher,"
19140,overhaul
19141,efficiency
19142,Mathilda
19143,"magnificence,"
19144,voting
19145,>Lucky
19146,Raiders
19147,Ark
19148,Poltergeist
19149,splattered
19150,unto
19151,tremendously
19152,"May,"
19153,"nostalgia,"
19154,comparing
19155,>Bottom
19156,line:
19157,"worrying,"
19158,OC
19159,rectified
19160,>BSG
19161,"monotheism,"
19162,"existentialism,"
19163,terrorism
19164,"subtext,"
19165,contemplate
19166,evoking
19167,Shell
19168,discussed
19169,filmstelevision
19170,"referenced,"
19171,BSG
19172,Cylon's
19173,Caprica
19174,Greystone
19175,'Lacy
19176,Rand'
19177,Stoltz
19178,Paula
19179,Malcomson
19180,"individually,"
19181,"chemistry,"
19182,Magda
19183,Apanowicz
19184,"develop,"
19185,'Caprica'
19186,greatness
19187,Killa
19188,"Season,"
19189,Silkk
19190,Shockers
19191,Boyz
19192,Ice-T
19193,SVU
19194,Corrupt
19195,Jamaican
19196,"dude,"
19197,"Jamaican,"
19198,"unharmed,"
19199,Ice's
19200,Urban
19201,Menace
19202,Snoops
19203,"supernatural,"
19204,thigh-WITH
19205,BLOOD
19206,confesses
19207,cos
19208,Benny
19209,scratch
19210,wen
19211,Jody
19212,afterwords
19213,ghetto-which
19214,Latinos
19215,wide-was
19216,re-used
19217,Miles
19218,helmet
19219,tho
19220,em
19221,WATCH
19222,"dollars,"
19223,>Nathaniel
19224,Purez
19225,Farcry
19226,"Game,"
19227,top-10
19228,>Farcry
19229,cashing
19230,Doom:
19231,"Movie,"
19232,Harlan
19233,Doyle
19234,guides
19235,"islands,"
19236,"shipwrecks,"
19237,"jungles,"
19238,installations
19239,"VOLCANOES,"
19240,Valerie
19241,"Constantine,"
19242,wile
19243,genetically
19244,differently:
19245,1:
19246,needless
19247,"""backstory"""
19248,'boat
19249,up'
19250,"goons,"
19251,3:
19252,communicator
19253,4:
19254,'Modified
19255,Soldiers'
19256,albinos
19257,singlets
19258,'monkey-like'
19259,bushes
19260,allot
19261,5:
19262,aircraft
19263,"carrier,"
19264,communications
19265,stations
19266,"cliffs,"
19267,LITTLE
19268,in-game
19269,contents
19270,"charactersitemsvehicles,"
19271,6:
19272,Volcano
19273,7:
19274,"Gamer,"
19275,HATE
19276,"males,"
19277,12-29
19278,"Farcry,"
19279,porting
19280,booksgames
19281,acting-
19282,"subtly,"
19283,undr
19284,villa
19285,casts
19286,"""enchanted"""
19287,"""Dark"
19288,"City"","
19289,"""Breaking"
19290,"Waves"""
19291,"sensitive,"
19292,life-changing
19293,"""shook"""
19294,"Today,"
19295,Uwe
19296,>Hollywood
19297,darkest
19298,perception
19299,devastatingly
19300,"repulsed,"
19301,"disillusioned,"
19302,"careless,"
19303,lucrative
19304,profit
19305,controversy
19306,amid
19307,word-of-mouth
19308,moviegoers
19309,alike;
19310,echoed
19311,low-down
19312,perpetrated
19313,barbaric
19314,savagery
19315,cruelty
19316,Behind
19317,disrespect
19318,mock
19319,risked
19320,doomed
19321,fateful
19322,infamy
19323,satirize
19324,capitalize
19325,weary
19326,post-911
19327,Howdarethey
19328,gall
19329,"travesty,"
19330,strength:
19331,Think
19332,sane
19333,dishonor
19334,outcry
19335,planes
19336,carnage
19337,>Ask
19338,>Think
19339,Respect
19340,deny
19341,affinity
19342,"Furious,"
19343,"Dhoom,"
19344,Rempit
19345,"island,"
19346,"why,"
19347,transportation
19348,"system,"
19349,wheels
19350,tax
19351,"shores,"
19352,taxes
19353,bills
19354,operating
19355,quipped
19356,"gear,"
19357,lest
19358,demographic
19359,plunging
19360,necklines
19361,uncanny
19362,buxom
19363,skirts
19364,accentuating
19365,meters
19366,curves
19367,possess
19368,ahem
19369,sexists
19370,motor
19371,truckloads
19372,"models,"
19373,leggy
19374,"frame,"
19375,collective
19376,orgasmic
19377,sighs
19378,wheelers
19379,pants
19380,creamed
19381,growling
19382,moans
19383,droves
19384,Furious
19385,Evos
19386,Skylines
19387,"centerstage,"
19388,GT
19389,drool-worthy
19390,facade
19391,"modification,"
19392,"impressed,"
19393,alongside
19394,Ferrari
19395,"Enzos,"
19396,Porshe
19397,Carerra
19398,"GTs,"
19399,Koenigsegg
19400,"CCXs,"
19401,wings
19402,wrecked
19403,"motoring,"
19404,financed
19405,"blow,"
19406,"Redline,"
19407,tarmac
19408,"possible,"
19409,pedals
19410,"accelerator,"
19411,brake
19412,pedal
19413,tantamount
19414,"blasphemy,"
19415,"respect,"
19416,steering
19417,"wheels,"
19418,gear
19419,baddest
19420,"engine,"
19421,snarling
19422,woeful
19423,elementary
19424,schoolkids
19425,Natasha
19426,plasticky
19427,Bjorlin
19428,fours
19429,"oil,"
19430,racing
19431,pedigree
19432,lyrics
19433,"cars,"
19434,innuendos
19435,"shafts,"
19436,lubricants
19437,Introduced
19438,gangsta
19439,Infamous
19440,"Griffin,"
19441,squabbles
19442,DiCaprio
19443,rigged
19444,chopping
19445,Sun
19446,"Kang,"
19447,Vin
19448,"Diesel,"
19449,Redline
19450,"none,"
19451,insipid
19452,Vegas
19453,Strictly
19454,"it,it"
19455,"scratch,"
19456,cheep
19457,baler
19458,Ups
19459,Bullitt
19460,seedy
19461,"Mustang,"
19462,Embarcadero
19463,Freeway
19464,Charger
19465,"nearbye,"
19466,Lalo
19467,Schriffin
19468,correctly
19469,tires
19470,squealing
19471,McQueen's
19472,Mustang
19473,Hickman's
19474,rear
19475,unmatched
19476,bends
19477,60s
19478,"""Hot"""
19479,Dodge
19480,smog
19481,laden
19482,Pontiacs
19483,1970s
19484,Hickman
19485,preview
19486,Univeral
19487,"""jumps"""
19488,"hills,"
19489,"fast,"
19490,OFF
19491,Schieders
19492,Pontiac
19493,"""telegraph"
19494,"intentions"""
19495,characters'
19496,telegraph
19497,buffet
19498,Embeth
19499,Davidtz's
19500,"mysterious,"
19501,"wooden,"
19502,succeed
19503,brash
19504,one-note
19505,"""Southern"""
19506,employed
19507,"Homeless"""
19508,>Kyle
19509,blamed
19510,$20
19511,Marsh
19512,shotgun-wielding
19513,refuge
19514,Community
19515,Center
19516,"center,"
19517,accosted
19518,hundreds
19519,"change"""
19520,refugees
19521,Gerald
19522,Broflofski
19523,tosses
19524,studies
19525,Evergreen
19526,"jaw,"
19527,"eye,"
19528,"chest,"
19529,"neck,"
19530,"shoulder,"
19531,funnier
19532,"""Fantastic"
19533,Easter
19534,"Special"""
19535,"nosedived,"
19536,foreclosed
19537,"Evergreen,"
19538,modify
19539,Santa
19540,re-watchable
19541,"into,"
19542,>**spoiler**
19543,>Tell
19544,"everything,"
19545,"proof,"
19546,"you"""
19547,DUH
19548,"idiot,"
19549,expose
19550,Total
19551,Convoluted
19552,demand
19553,luckily
19554,Sage's
19555,uncharted
19556,transcends
19557,special710
19558,adaptations
19559,Sarandon
19560,Robbins
19561,filmaker
19562,repetoire
19563,filmaking
19564,reflection
19565,DOCTEUR
19566,"PETIOT,"
19567,Michel
19568,"Serrault,"
19569,heals
19570,compensate
19571,preys
19572,amidst
19573,psychopath
19574,Seductive
19575,"altruistic,"
19576,"caring,"
19577,calculating
19578,hey------hey------twister
19579,wards
19580,tornadoes
19581,"dodgy,"
19582,Twister
19583,"""disaster"
19584,"formulas"""
19585,merits
19586,urban
19587,70s80s
19588,weren'taren't
19589,biscuit
19590,Violence
19591,kingpin
19592,schoiol
19593,"exploitation,"
19594,"Exterminator,"
19595,2-5
19596,"horrible,"
19597,theatre
19598,stiff
19599,soothe
19600,nerves
19601,Quinn's
19602,Estefan
19603,polically
19604,enforces
19605,Brave
19606,inexperienced
19607,underprivilegded
19608,violin
19609,neighbourhood
19610,Aaargh
19611,Wes
19612,Craven
19613,cringe
19614,Motocrossed
19615,Motocross
19616,"""lingo"""
19617,"previews,"
19618,Sixth
19619,escapade
19620,Springwood;
19621,broaden
19622,horizons
19623,**SPOILER**
19624,Works
19625,stripped
19626,chill
19627,"wisecracks,"
19628,"Englund,"
19629,slumming
19630,Kotto
19631,sparks
19632,killer's
19633,non-makeup
19634,noting:
19635,joint
19636,then-couple
19637,Roseanne
19638,shock-rocker
19639,Depp
19640,acknowledges
19641,icon
19642,>Film
19643,"Meyer,"
19644,replaying
19645,key
19646,entries
19647,34
19648,Servillo
19649,"silences,"
19650,components
19651,nonstop
19652,"""Ernest"""
19653,"ME,"
19654,Whorrel
19655,jury
19656,duty
19657,"murderer,"
19658,"Nash,"
19659,EXACTLY
19660,Nash
19661,reacts
19662,slammer
19663,"vomiting,"
19664,imagining
19665,"horror-type,"
19666,Cube
19667,archetypes
19668,"represented,"
19669,hostile
19670,non-literal
19671,"""man"
19672,"nature"""
19673,triumphing
19674,indefinable
19675,petty
19676,squabbles;
19677,"struggle,"
19678,Hypercube
19679,"Zero,"
19680,inferior
19681,"first,"
19682,sans
19683,"""homage"""
19684,"""tribute"""
19685,here;
19686,idiotically
19687,altered
19688,letters
19689,cubes
19690,"""behind"
19691,"scenes"""
19692,watchers
19693,"Experiment,"
19694,architects
19695,exit
19696,Kazan
19697,*bleep*
19698,flippin'
19699,planed
19700,"Howsoever,"
19701,Giglio
19702,earnest
19703,because:
19704,"lifeless,"
19705,fishy
19706,Phillippe
19707,Statham
19708,vote:
19709,doth
19710,sites
19711,profane
19712,writings
19713,skew
19714,data
19715,Customs
19716,"change,"
19717,definitions
19718,translations
19719,italics
19720,translators
19721,verse
19722,Writings
19723,"spaces,"
19724,"punctuation,"
19725,numeric
19726,verses
19727,GODISNOWHERE
19728,meanings
19729,biblical
19730,'Lexicon'
19731,assist
19732,"Arabic,"
19733,Hebrew
19734,scripture
19735,symbolic
19736,almighty
19737,Putting
19738,soapbox
19739,Bless
19740,Maegi
19741,presume
19742,damage
19743,"circuitry"""
19744,VAL
19745,>Mike
19746,thishe
19747,"""Movie"
19748,"Megacheese"""
19749,"""Why"
19750,steer
19751,"wrong"""
19752,bots
19753,"Williams,"
19754,payment
19755,Devil
19756,ol'
19757,"Slewfoot,"
19758,"cursed,"
19759,Executive
19760,catering
19761,watchfor
19762,Goddon't
19763,un-curse
19764,youI'm
19765,Flippin
19766,AwfulI
19767,god's
19768,-stay
19769,crumb
19770,generous
19771,A**
19772,movieThe
19773,storythe
19774,garden-variety
19775,collegefrat
19776,boy-esquire
19777,towel
19778,slapping
19779,"acted,"
19780,$$$#@%@
19781,NEVER
19782,endedI
19783,kissed
19784,SEE
19785,Pirites
19786,Jet
19787,-If
19788,"Look,"
19789,HEED
19790,WARNING
19791,lot's
19792,"guns,"
19793,"crime,,"
19794,"top,"
19795,Assasain
19796,Tia
19797,Griffin
19798,"""Max"""
19799,DEA
19800,"Carerra,"
19801,Lithgow
19802,Frazier
19803,"guy,,"
19804,"""Livingston"""
19805,Max
19806,Livingston
19807,argue
19808,respective
19809,"agencies,"
19810,Assassain
19811,"caper,"
19812,"story,,"
19813,differently
19814,Griffith
19815,"mafia,"
19816,"Mafia,"
19817,Chineese
19818,Mafia
19819,"mix,,"
19820,"Boston,,"
19821,"locals,,"
19822,"comedy,,"
19823,Check
19824,Sutherland's
19825,"scene,,"
19826,"smashed,"
19827,throats
19828,"cruelty,"
19829,doesWith
19830,babies
19831,leastits
19832,offI've
19833,slaughterhouse
19834,BTK
19835,"make-up,"
19836,forIf
19837,won;t
19838,débutant
19839,Clara
19840,"Lago,"
19841,initiating
19842,she'll
19843,injustices
19844,"race,"
19845,"conflicts,"
19846,contradictions
19847,>Imanol
19848,Uribe
19849,"""Días"
19850,"Contados"""
19851,1994
19852,"pulse,"
19853,"conflict,"
19854,"ok,"
19855,couple:
19856,Lago
19857,Juan
19858,José
19859,Ballesta
19860,rate:
19861,lensed:
19862,Ocean
19863,View
19864,Amusement
19865,downturn
19866,neighborhoods
19867,Prior
19868,Interstate
19869,"64,"
19870,bypasses
19871,traffic
19872,interstate
19873,"completed,"
19874,businesses
19875,increase
19876,reduction
19877,revenues
19878,Busch
19879,Gardens
19880,Williamsburg
19881,Norfolk
19882,fostering
19883,redevelopment
19884,sought-after
19885,high-end
19886,"""Rollercoaster"""
19887,Footage
19888,careening
19889,collapse
19890,"""Death"
19891,"Park"""
19892,"""supernatural"""
19893,adjacent
19894,gnawed
19895,"Kane"";"
19896,Playboy
19897,experimenting
19898,non-nude
19899,determine
19900,conference
19901,"table,"
19902,unmanageable
19903,wrecking
19904,anyway;
19905,"demise"""
19906,casual
19907,Diana
19908,Canova
19909,fans;
19910,"""walk"
19911,"lane"""
19912,downtown
19913,"Norfolk,"
19914,"""Harborfest"","
19915,Dominion
